title,link,date,comuna
En ambos establecimientos se registraron encuentros entre encapuchados y personal de Carabineros; la protesta se convocó a raíz del alza en,https://www.elmostrador.cl/noticias/pais/2024/07/12/estudiantes-secundarios-realizan-protesta-por-alza-de-pasajes/,hace 3 meses,arica
"ARICA PARINACOTA. RADIO AYNI.– El viernes 29 de marzo, cuando las localidades andinas se preparaban para las actividades del fin de semana",https://edicioncero.cl/2024/04/socoroma-movilizado-exigen-agua-potable-y-para-la-agricultura-tras-derrame-de-petroleo-en-la-ruta-11ch-provocado-por-camion/,hace 6 meses,arica
"KARELY LINARES redaccion@diarioviral.pe. Cansados de ser ignorados, pescadores se alistan para realizar una protesta este lunes 5 de agosto",https://diarioviral.pe/investigacion/gran-tema/alistan-protestas-en-contra-de-la-contaminacion-del-rio-majes-28831,hace 2 meses,camarones
"El miércoles 16 de noviembre, la revista CIPER publicó una investigación sobre la participación de la familia Piñera en el proyecto minero",https://www.laizquierdadiario.cl/La-estela-del-gobierno-de-Pinera-conflictos-de-interes-y-financiamiento-al-proyecto-minero-Pampa,hace 23 meses,camarones
"La mayor parte no sabe qué está pasando, pero van a las marchas. Los organizadores no socializaron la medida a implementar con el",https://laguajirahoy.com/educacion/desconcierto-en-camarones-por-nuevo-modelo-para-administrar-institucion-educativa.html,hace 6 meses,camarones
"Dianne Christian Simmons recuerda los días en que se embarcaba con su esposo en expediciones de pesca en el Golfo de Paria, un mar llano y",https://ipsnoticias.net/2013/09/trinidad-y-tobago-arremete-contra-pesca-camaronera-de-arrastre/,hace 133 meses,camarones
"Internet'El ministro de Producción de Perú invocó a los pescadores, restaurantes y al público a respetar esta disposición.s:El consumo,",https://www.elheraldo.co/noticias/2012/01/09/para-evitar-extincion-consumo-de-camarones-durante-veda-tiene-3-anos-de-carcel-en-peru/,hace 153 meses,camarones
"Manifestantes se unen a la jornada de protesta que hay a nivel nacional por inconformismo contra el gobierno de Iván Duque,",https://diariodelnorte.net/laguajira/manifestantes-se-unen-al-paro-nacional-bloquean-la-via-riohacha-palomino-a-la-altura-de-camarones/,hace 41 meses,camarones
"El acueducto y alcantarillado de Camarones no tiene operador, el agua no es potable y el alcantarillado infecta el humedal que conecta con",https://www.elespectador.com/colombia/mas-regiones/camarones-riohacha-sin-agua-potable-y-con-un-alcantarillado-que-causa-danos-ambientales-article/,hace 48 meses,camarones
"Los trabajadores de Quiborax -tercera mayor productora de boro del mundo- bloquearon la ruta 11CH a Arica, causando inconvenientes a",https://www.infobae.com/america/america-latina/2024/10/22/la-paralizacion-de-una-mina-genera-caos-en-el-norte-de-chile-y-afecta-envios-a-bolivia/,hace 1 semana,camarones
A Zorel Morales le preocupa la existencia de 130.000 toneladas de material tóxico. Se trata de mineral de cobre parcialmente procesado que,https://www.bbc.com/mundo/articles/c9843p389xpo,hace 2 meses,camarones
Los vecinos mantienen una manifestación hace 15 días para emplazar a la empresa de los Luksic a que asuma su responsabilidad en la,https://interferencia.cl/articulos/video-los-impactos-de-minera-los-pelambres-en-los-vecinos-de-choapa-viejo,hace 46 meses,camarones
"Un reportaje de la revista internacional Mongabay Latam, da cuenta de los avances de un controversial proyecto minero en Chile aprobado por",https://www.elciudadano.com/actualidad/controversial-proyecto-minero-de-los-luksic-reportaje-devela-que-avanza-con-32-demandados-y-un-amplio-prontuario-ambiental/03/08/,hace 7 meses,camarones
"Un niño de 13 años fue atropellado deliberadamente cuando participaba de una barricada en Arica, en medio de manifestaciones durante el",https://www.elciudadano.com/actualidad/chino-cotele-el-caso-de-juan-garay-nino-asesinado-durante-el-estallido-social-y-que-el-ministerio-publico-decidio-cerrar/04/23/,hace 42 meses,camarones
"Decenas de personas de la comunidad indígena wayú bloquearon la vía Riohacha-Camarones, a la altura del kilómetro 8, en el sector de Puerto",https://www.infobae.com/colombia/2024/05/16/comunidades-wayus-bloquean-la-troncal-del-caribe-ante-presuntos-incumplimientos-del-icbf-con-la-primera-infancia/,hace 5 meses,camarones
Uno de cada cinco camarones que circulan en los mercados internacionales se produce en Ecuador y lo más probable es que acabe en la mesa de,https://www.bbc.com/mundo/noticias-america-latina-65247655,hace 18 meses,camarones
"El Instituto Nacional de Tecnología Agropecuaria estudia producir estas especies, con el objetivo de reducir la presencia de mosquitos,",https://diarioelatlantico.com.ar/2024/02/20/evaluan-cultivar-peces-y-camarones-para-combatir-a-los-mosquitos/,hace 8 meses,camarones
"KARELY LINARES redaccion@diarioviral.pe. Cansados de ser ignorados, pescadores se alistan para realizar una protesta este lunes 5 de agosto",https://diarioviral.pe/gran-tema/alistan-protestas-en-contra-de-la-contaminacion-del-rio-majes-28831,hace 2 meses,camarones
"Los Baños del Inca, un balneario de aguas termales ubicado a 6 kilómetros de la región Cajamarca, es mundialmente conocido por su trasfondo",https://www.infobae.com/peru/2023/12/15/cajamarca-hallazgo-animal-en-banos-del-inca-japoneses-crustaceos-camarones/,hace 10 meses,camarones
"La planta de tratamiento de agua potable de Camarones, la cual se adecuó desde el 2015 pero no se encuentra en funcionamiento, ya cuenta con transformador",https://www.regioncaribe.org/post/acueducto-camarones-iniciaria-a-funcionar-desde-mitad-julio,hace 40 meses,camarones
"En dos estanques situados a 757 kilómetros de la orilla del mar Caribe, en Pinchote (Santander), 29 inquietos estudiantes del Sena cumplieron cuatro meses",https://www.eltiempo.com/archivo/documento/MAM-1626638,hace 74 meses,camarones
Con el compromiso de manifestarse pacíficamente varios jóvenes y líderes del corregimiento de Camarones se tomaron las vías de hecho a,https://laguajirahoy.com/riohacha/comunidad-de-camarones-realizo-bloqueos-en-troncal-del-caribe-en-union-al-paro-nacional.html,hace 41 meses,camarones
"Un grupo de cubanos protestó este martes en la provincia de Cienfuegos contra los apagones, la miseria y el hambre que sufren los de a pie",https://noticias.cubitanow.com/cubanos-protestan-en-cienfuegos-ya-esto-es-demasiado,hace 26 meses,camarones
"El hecho ocurrió en el kilómetro 113 de la Ruta 11CH, cuando un camión volcó con 20 mil litros de hidrocarburo en su interior, de los cuales",https://www.elciudadano.com/actualidad/desastre-ambiental-en-socoroma-derrame-de-petroleo-amenaza-salud-y-agricultura-de-la-comunidad/04/19/,hace 6 meses,putre
La iniciativa “Los Pumas” permitirá extraer 220 mil toneladas del mineral al mes. Votación desató manifestaciones que terminaron con,https://www.nuevamineria.com/revista/proyecto-minero-por-us-100-millones-en-el-norte-obtiene-aprobacion-ambiental/,hace 134 meses,putre
"Luego de que vecinos de Socoroma se tomaran la Ruta 11CH el pasado viernes, debido a las escasas Gobierno a sus demandas, ya transcurridos",https://www.soychile.cl/Arica/Sociedad/2024/04/15/856046/protesta-oregano-socoroma.html,hace 6 meses,putre
"El hecho ocurrió en el kilómetro 113 de la Ruta 11CH, cuando un camión volcó con 20 mil litros de hidrocarburo en su interior, de los cuales",https://www.elciudadano.com/actualidad/desastre-ambiental-en-socoroma-derrame-de-petroleo-amenaza-salud-y-agricultura-de-la-comunidad/04/19/,hace 6 meses,putre
"Los estudiantes de la Universidad Austral de Chile realizaron una marcha no autorizada, por la carga académica y salud mental, donde Fuerzas",https://www.rioenlinea.cl/estudiantes-de-la-uach-marchan-por-salud-mental-carabineros-intento-dispersar-la-protesta-al-inicio/,hace 64 meses,general lagos
"Hay 14 terminales que exportan granos y subproductos del Gran Rosario y Bahía Blanca, están sin actividad por una protesta sindical y hay",https://dataportuaria.ar/nota/20686/tercer-dia-del-paro-de-los-aceiteros-se-tenso-el-conflicto-con-duras-acusaciones-de-la-industria-al-sindicato/,hace 2 meses,general lagos
"La Multisectorial Paren de Fumigarnos concretó este sábado la “Caravana por la Salud y la Vida”, que partió después del mediodía desde",https://www.elciudadanoweb.com/paren-de-fumigarnos-hizo-una-caravana-de-reclamos-se-puede-cultivar-sin-veneno-experiencia-sobra/,hace 39 meses,general lagos
"Los estudiantes de la Universidad Austral de Chile realizaron una marcha no autorizada, por la carga académica y salud mental, donde Fuerzas",https://www.rioenlinea.cl/estudiantes-de-la-uach-marchan-por-salud-mental-carabineros-intento-dispersar-la-protesta-al-inicio/,hace 64 meses,general lagos
"Estudiantes de la Universidad San Sebastián en Valdivia realizaron una manifestación a las afueras de la casa de estudios, en rechazo a las",https://www.rioenlinea.cl/estudiantes-de-la-uss-protestaron-acusando-represalias-por-toma-de-la-sede-de-valdivia/,hace 58 meses,general lagos
"La Multisectorial Paren de Fumigarnos concretó este sábado la “Caravana por la Salud y la Vida”, que partió después del mediodía desde",https://www.elciudadanoweb.com/paren-de-fumigarnos-hizo-una-caravana-de-reclamos-se-puede-cultivar-sin-veneno-experiencia-sobra/,hace 39 meses,general lagos
"Nueve autos incendiados, otros dos destrozados y el galpón totalmente ennegrecido por las llamas es el nuevo paisaje del predio tras la",https://www.rosario3.com/noticias/La-violenta-protesta-en-la-planta-de-Dreyfus-dejo-un-verdadero-desastre-20150429-0010.html,hace 114 meses,general lagos
"Este lunes, 21 de octubre, los profesores y funcionarios del Instituto Comercial Baldomero Wolnitzky de Iquique iniciaron un paro indefinido",https://radiopaulina.cl/2024/10/21/profesores-y-funcionarios-del-instituto-comercial-de-iquique-inician-paro-indefinido-por-acoso-laboral/,hace 1 semana,iquique
"La ampliación de la planta Negreiros, ubicada en Huara y que produce yodo, cuenta con recomendación negativa de la Dirección Ejecutiva del",https://www.latercera.com/pulso/noticia/tercer-intento-del-grupo-errazuriz-por-dar-continuidad-a-proyecto-minero-enfrenta-inminente-fracaso-y-desata-protestas-en-iquique/JYEF3O2OIZBYLBEUUSOSKFFLFE/,hace 10 meses,iquique
El Mandatario afirmó respecto a la ministra de Seguridad de Argentina que es tremendamente importante que las autoridades sean responsables,https://radio.uchile.cl/2024/04/17/si-tiene-antecedentes-serios-que-los-entregue-gobierno-enviara-nota-de-protesta-a-argentina-tras-dichos-de-bullrich-sobre-hezbollah/,hace 6 meses,iquique
Los alumnos y profesores del Colegio Manuel Castro Ramos del sector sur de Iquique continúan siendo afectados por los fuertes ruidos,https://www.soychile.cl/iquique/sociedad/2024/05/09/859617/protesta-alumnos-ruidos-colegio-iquique.html,hace 5 meses,iquique
"La ampliación de la planta Negreiros, ubicada en Huara y que produce yodo, cuenta con recomendación negativa de la Dirección Ejecutiva del",https://www.latercera.com/pulso/noticia/tercer-intento-del-grupo-errazuriz-por-dar-continuidad-a-proyecto-minero-enfrenta-inminente-fracaso-y-desata-protestas-en-iquique/JYEF3O2OIZBYLBEUUSOSKFFLFE/,hace 10 meses,iquique
"Este lunes 25 de marzo, una caravana de vehículos y camiones pertenecientes al gremio de importadores de autos de Zona Franca de Iquique",https://radiopaulina.cl/2024/03/25/importadores-de-zofri-protestaron-contra-sello-rojo-para-autos-usados-en-tarapaca/,hace 7 meses,iquique
"Un grupo de trabajadores de la empresa minera Cosayach marchó hasta el frontis de la Delegación Presidencial de Tarapacá, en Iquique,",https://cooperativa.cl/noticias/pais/manifestaciones/trabajadores-mineros-protestan-en-frontis-de-la-delegacion-presidencial/2023-12-13/110512.html,hace 10 meses,iquique
"La institución cuenta con 5 equipos que miden ruidos en forma constante, lo cual sirve para apoyar las labores de fiscalización que deben",https://portal.sma.gob.cl/index.php/iquique-sma-presenta-sensores-de-monitoreo-de-ruido/,hace 26 meses,iquique
"En noviembre, imágenes de estos basureros clandestinos de ropa usada dieron la vuelta al mundo. La BBC viajó hasta allá para averiguar en",https://www.bbc.com/mundo/noticias-america-latina-60024852,hace 33 meses,iquique
"La ampliación de la planta Negreiros, ubicada en Huara y que produce yodo, cuenta con recomendación negativa de la Dirección Ejecutiva del",https://www.latercera.com/pulso/noticia/tercer-intento-del-grupo-errazuriz-por-dar-continuidad-a-proyecto-minero-enfrenta-inminente-fracaso-y-desata-protestas-en-iquique/JYEF3O2OIZBYLBEUUSOSKFFLFE/,hace 10 meses,iquique
"Un grupo de trabajadores de la empresa minera Cosayach marchó hasta el frontis de la Delegación Presidencial de Tarapacá, en Iquique,",https://cooperativa.cl/noticias/pais/manifestaciones/trabajadores-mineros-protestan-en-frontis-de-la-delegacion-presidencial/2023-12-13/110512.html,hace 10 meses,iquique
Este lunes choferes de la zona norte iniciaron un paro exigiendo mayores controles fronterizos y la expulsión inmediata de extranjeros con,https://www.infobae.com/america/america-latina/2024/05/13/huelga-de-camioneros-chilenos-en-el-norte-del-pais-en-reclamo-ante-el-crimen-y-la-violencia-en-las-rutas/,hace 5 meses,iquique
"A esta hora, una decena de estudiantes del Liceo Industrial de Antofagasta están realizando una manifestación por la agresión hacia un joven",https://www.soychile.cl/antofagasta/sociedad/2024/08/01/871021/estudiantes-liceo-industrial-antofagasta.html,hace 2 meses,iquique
"Durante esta jornada en redes sociales circularon registros de barricadas en la variante Agua Santa, a la altura del Campus Rodelillo de la",https://cooperativa.cl/noticias/pais/region-de-valparaiso/vina-del-mar-manifestantes-cortan-el-transito-con-barricadas-en-acceso/2024-08-18/172548.html,hace 2 meses,iquique
Buscando brindar el mejor servicio a sus clientes y para asegurar el correcto funcionamiento de la red de agua potable de este importante,https://elsoldeiquique.cl/aguas-del-altiplano-realizara-mejoras-en-la-red-de-agua-potable-de-alto-hospicio-6/,hace 1 mes,alto hospicio
"Vecinos de los campamentos y tomas de la comuna de Alto Hospicio protestaron esta mañana en la Ruta A-16, por desabastecimiento de agua,",https://www.soychile.cl/Iquique/Sociedad/2022/11/24/787430/protesta-vecinos-toma-alto-hospicio.html,hace 23 meses,alto hospicio
"A pesar de su impresionante belleza natural, Chile también alberga el mayor basural clandestino de ropa que es adquirida, usada y descartada",https://www.infobae.com/america/medio-ambiente/2023/04/15/la-basura-del-fast-fashion-sigue-arruinando-el-desierto-de-atacama/,hace 18 meses,alto hospicio
"Demanda fue interpuesta en diciembre de 2019 por Marcela Mella, del movimiento No Alto Maipo, y Sara Larraín, directora de Chile Sustentable",https://www.elciudadano.com/chile/parlamentarios-se-suman-a-demanda-de-nulidad-de-convenio-entre-aguas-andinas-y-el-proyecto-hidroelectrico-alto-maipo/02/04/,hace 32 meses,alto hospicio
"Según un estudio de la Red MiVoz, las ""conversaciones"" de los tuiteros tarapaqueños se basaron principalmente en temas regionales,",https://www.elboyaldia.cl/noticia/sociedad/temas-nacionales-o-regionales-de-que-hablaron-los-tarapaquenos-en-redes-sociales-es,hace 118 meses,alto hospicio
"Desde los tiempos de la dictadura que el sector de Lo Hermida, en la comuna de Peñalolén, es un lugar de grandes manifestaciones y, la vez, reprimido por",https://elsoldeiquique.cl/oriundo-de-alto-hospicio-ciper-echa-al-agua-a-carabinero-infiltrado-en-lo-hermida/,hace 47 meses,alto hospicio
"En 2022, la justicia ordenó a Francisco Javier Errázuriz Ovalle que se retirara del terreno privado de otra minera en Pozo Almonte,",https://interferencia.cl/articulos/minera-de-fra-fra-se-instalo-en-terreno-fiscal-tras-ser-expulsada-de-predio-privado-que,hace 7 meses,pozo almonte
"La ampliación de la planta Negreiros, ubicada en Huara y que produce yodo, cuenta con recomendación negativa de la Dirección Ejecutiva del",https://www.latercera.com/pulso/noticia/tercer-intento-del-grupo-errazuriz-por-dar-continuidad-a-proyecto-minero-enfrenta-inminente-fracaso-y-desata-protestas-en-iquique/JYEF3O2OIZBYLBEUUSOSKFFLFE/,hace 10 meses,pozo almonte
"Por Valentina Luza / Resumen.cl En el contexto de la movilización nacional ocurrida el día de ayer jueves 21, comunidades de pueblos",https://resumen.cl/articulos/desde-colchane-hasta-iquique-pueblos-originarios-marcharon-por-el-reconocieminto-en-la-constitucion-y-contra-el-extractivismo-minero-en-sus-comunidades,hace 59 meses,pozo almonte
"La ampliación de la planta Negreiros, ubicada en Huara y que produce yodo, cuenta con recomendación negativa de la Dirección Ejecutiva del",https://www.latercera.com/pulso/noticia/tercer-intento-del-grupo-errazuriz-por-dar-continuidad-a-proyecto-minero-enfrenta-inminente-fracaso-y-desata-protestas-en-iquique/JYEF3O2OIZBYLBEUUSOSKFFLFE/,hace 10 meses,pozo almonte
Este lunes choferes de la zona norte iniciaron un paro exigiendo mayores controles fronterizos y la expulsión inmediata de extranjeros con,https://www.infobae.com/america/america-latina/2024/05/13/huelga-de-camioneros-chilenos-en-el-norte-del-pais-en-reclamo-ante-el-crimen-y-la-violencia-en-las-rutas/,hace 5 meses,pozo almonte
Para la construcción de nuevo conjunto habitacional en la comuna. Más de un 80 por ciento de ejecución alcanza ya el proyecto de,https://elsoldeiquique.cl/aguas-del-altiplano-habilita-786-metros-de-nuevas-matrices-en-pozo-almonte/,hace 1 semana,pozo almonte
"La ampliación de la planta Negreiros, ubicada en Huara y que produce yodo, cuenta con recomendación negativa de la Dirección Ejecutiva del",https://www.latercera.com/pulso/noticia/tercer-intento-del-grupo-errazuriz-por-dar-continuidad-a-proyecto-minero-enfrenta-inminente-fracaso-y-desata-protestas-en-iquique/JYEF3O2OIZBYLBEUUSOSKFFLFE/,hace 10 meses,huara
"La ampliación de la planta Negreiros, ubicada en Huara y que produce yodo, cuenta con recomendación negativa de la Dirección Ejecutiva del",https://www.latercera.com/pulso/noticia/tercer-intento-del-grupo-errazuriz-por-dar-continuidad-a-proyecto-minero-enfrenta-inminente-fracaso-y-desata-protestas-en-iquique/JYEF3O2OIZBYLBEUUSOSKFFLFE/,hace 10 meses,huara
El pasado mes de febrero fueron citados a los tribunales de Comodoro Py seis asambleístas de Esquel querellados por la minera El Desquite,https://www.anred.org/2007/03/13/la-cordillera-de-los-andes-esta-administrada-por-transnacionales-es-un-tercer-pais-ubicado-entre-argentina-y-chile/,hace 211 meses,pica
"Una mujer fue detenida por la policía en Contramaestre, Santiago de Cuba, luego de que saliera a la calle a reclamar por la falta de",https://noticias.cubitanow.com/polica-arresta-a-mujer-en-santiago-de-cuba-por-reclamar-luz-agua-y-alimentos,hace 6 días,pica
"Protestas en San Miguel del Padrón por la falta de agua y los apagones. Las manifestaciones se concentraron en tres barrios: La Rosita,",https://noticias.cubitanow.com/protestas-en-san-miguel-del-padrn-por-la-falta-de-agua-y-los-apagones,hace 1 mes,pica
"El jefe de Gobierno de la CDMX, Martí Batres, confirmó que se cerró un pozo de agua en la alcaldía Álvaro Obregón ""que únicamente abastecía",https://www.nmas.com.mx/ciudad-de-mexico/agua-contaminada-benito-juarez-cdmx-gobierno-ubica-causa-lugar-del-problema/,hace 6 meses,pica
"Luis Ortiz Veracruz, Ver.- En una muestra de descontento, un grupo de vecinos de diversas colonias de Veracruz bloquearon la avenida Rafael",https://plumaslibres.com.mx/2024/05/13/habitantes-del-norte-de-veracruz-bloquean-la-rafael-cuervo-en-protesta-porque-grupo-mas-los-tiene-sin-agua-desde-hace-2-meses/,hace 5 meses,pica
"Esta tarde, estudiantes de la Universidad Católica del Norte (UCN) realizaron una toma del campus Angamos en Antofagasta, en respuesta al reciente anuncio",https://www.antofagasta.tv/categoria/antofagasta/estudiantes-ucn-inician-toma-protesta-cierre-jardin-infantil-taqinki,hace 3 semanas,antofagasta
"El Sindicato de Inversiones Vista Norte, integrado por colaboradores del Casino Enjoy de Antofagasta, inició el pasado 10 de junio una",https://www.yogonet.com/latinoamerica/noticias/2024/06/12/99524-trabajadores-del-casino-enjoy-antofagasta-inician-una-protesta-en-busca-de-un-acuerdo-por-mejoras-salariales,hace 4 meses,antofagasta
El anunciado evento de despedida del verano organizado por la Municipalidad de Antofagasta se vio interrumpido por manifestaciones en contra,https://regionalista.cl/2024/03/antofagasta-show-de-garras-de-amor-fue-suspendido-tras-manifestaciones-exigiendo-justicia-para-kathy-yoma/,hace 7 meses,antofagasta
"La Justicia de Catamarca ordenó suspender la actividad extractiva en el Salar del Hombre Muerto. “No somos antimineros, exigimos que",https://elpais.com/america-futura/2024-03-21/una-comunidad-argentina-frena-a-las-mineras-que-explotaban-litio-despues-de-que-se-secara-un-rio.html,hace 7 meses,antofagasta
"En julio y agosto la Corte Suprema elaboró las quinas para nombrar a nuevos integrantes de ambas cortes, las que fallan sobre temas",https://interferencia.cl/articulos/gobierno-lleva-meses-sin-decidir-nombres-para-tribunales-ambientales-de-santiago-y,hace 23 meses,antofagasta
"Los representantes de la comuna de Taltal y Paposo junto a miembros de las comunidades indígenas, realizaron una manifestación frente al",https://www.soychile.cl/antofagasta/sociedad/2024/09/30/878561/remocion-caso-colbun-sea.html,hace 1 mes,antofagasta
"Este lunes 30 de septiembre, diversas comunidades de Taltal entregaron una carta pública en las oficinas del Servicio de Evaluación",https://regionalista.cl/2024/10/comunidades-de-taltal-exigen-reincorporacion-de-director-del-sea-tras-polemica-remocion/,hace 1 mes,antofagasta
"Esta tarde, estudiantes de la Universidad Católica del Norte (UCN) realizaron una toma del campus Angamos en Antofagasta, en respuesta al reciente anuncio",https://www.antofagasta.tv/categoria/antofagasta/estudiantes-ucn-inician-toma-protesta-cierre-jardin-infantil-taqinki,hace 3 semanas,antofagasta
Trabajadores de Quiborax y camioneros marcharon en Arica ante el posible cierre de la empresa por juicio ambiental. Ocho mil empleos están,https://www.elmorrocotudo.cl/noticia/economia/marcha-por-posible-cierre-de-quiborax-en-arica-8-mil-empleos-estarian-en-riesgo-por,hace 2 meses,antofagasta
"El Sindicato de Inversiones Vista Norte, integrado por colaboradores del Casino Enjoy de Antofagasta, inició el pasado 10 de junio una",https://www.yogonet.com/latinoamerica/noticias/2024/06/12/99524-trabajadores-del-casino-enjoy-antofagasta-inician-una-protesta-en-busca-de-un-acuerdo-por-mejoras-salariales,hace 4 meses,antofagasta
El concejal Luis Aguilera exigió acciones judiciales por parte de la CMDS para proteger a los estudiantes. El afectado se encuentra en,https://www.diariosol.cl/educacion/inicia-manifestacion-liceo-industrial-antofagasta-violenta-pelea,hace 2 meses,antofagasta
El anunciado evento de despedida del verano organizado por la Municipalidad de Antofagasta se vio interrumpido por manifestaciones en contra,https://regionalista.cl/2024/03/antofagasta-show-de-garras-de-amor-fue-suspendido-tras-manifestaciones-exigiendo-justicia-para-kathy-yoma/,hace 7 meses,antofagasta
"Debido a la crisis climática que afecta al planeta, el movimiento Fridays For Future (FFF) Chile junto a la Coordinadora #SOSambiental",https://www.diarioantofagasta.cl/medio-ambiente/145406/antofagasta-y-tocopilla-organizaciones-medioambientales-llaman-a-participar-de-la-marcha-global-por-el-clima-este-24-de-septiembre/,hace 37 meses,antofagasta
